id,original_id,target
151,10248,2
152,10249,2
153,10250,2
154,10252,2
155,10253,2
156,10254,2
157,10256,0
158,10257,3
159,10259,3
160,10260,3
161,10261,3
162,10262,3
163,10263,1
164,10264,1
165,10265,1
166,10266,1
167,10267,1
168,10268,1
169,10269,1
170,10270,1
171,10272,1
172,10276,1
173,10277,1
174,10278,1
175,10279,1
176,10280,1
177,10282,1
178,10284,1
179,10285,1
180,10286,1
181,10287,1
182,10288,1
183,10289,1
184,10290,1
185,10294,1
186,10296,1
187,10297,1
188,10298,1
189,10299,1
190,10302,1
191,10306,1
192,10307,1
193,10308,1
194,10309,1
195,10312,4
196,10313,4
197,10314,4
198,10316,4
199,10317,4
200,10318,4
201,10319,4
202,10320,2
203,10321,2
204,10322,2
205,10323,2
206,10324,0
207,10325,4
208,10326,4
209,10328,4
210,10335,0
211,10336,0
212,10338,0
213,10339,0
214,10340,0
215,10341,0
216,10342,0
217,10343,0
218,10344,0
219,10345,0
220,10346,0
221,10347,0
222,10348,0
223,10350,0
224,10351,3
225,10352,0
226,10354,0
227,10355,0
228,10356,0
229,10357,0
230,10358,0
231,10359,0
232,10362,0
233,10363,0
234,10364,0
235,10366,3
236,10367,0
237,10369,0
238,10371,0
239,10372,0
240,10373,0
241,10374,0
242,10376,0
243,10377,0
244,10378,0
245,10379,0
246,10382,0
247,10385,4
248,10386,4
249,10387,4
250,10388,4
251,10389,4
252,10391,4
253,10392,4
254,10393,4
255,10394,4
256,10395,4
257,10396,4
258,10397,4
259,10398,4
260,10399,4
261,10400,4
262,10401,0
263,10402,0
264,10403,0
265,10405,0
266,10407,0
267,10408,0
268,10410,0
269,10412,0
270,10413,0
271,10414,0
272,10415,0
273,10418,0
274,10421,0
275,10423,0
276,10424,0
277,10428,0
278,10430,0
279,10431,0
280,10432,0
281,10433,0
282,10436,0
283,10437,0
284,10438,3
285,10439,0
286,10440,0
287,10441,0
288,10442,0
289,10443,0
290,10444,0
291,10445,3
292,10446,0
293,10447,0
294,10448,0
295,10450,0
296,10453,0
297,10454,0
298,10455,0
299,10456,0
300,10457,0
301,10458,0
302,10459,0
303,10460,0
304,10461,0
305,10462,0
306,10463,0
307,10464,0
308,10465,0
309,10466,0
310,10469,0
311,10470,0
312,10471,0
313,10473,0
314,10474,0
315,10476,0
316,10477,0
317,10478,0
318,10479,0
319,10480,0
320,10481,0
321,10482,0
322,10483,0
323,10484,0
324,10485,3
325,10486,0
326,10487,3
327,10488,3
328,10489,3
329,10492,0
330,10493,0
331,10494,0
332,10495,0
333,10496,0
334,10498,0
335,10504,0
336,10505,0
337,10506,0
338,10508,0
339,10509,0
340,10510,0
341,10511,0
342,10512,0
343,10513,0
344,10514,0
345,10517,1
346,10564,0
347,10565,0
348,10566,0
349,10567,0
350,10568,0
351,10569,0
352,10572,0
353,10573,0
354,10574,0
355,10575,0
356,10576,0
357,10577,0
358,10578,0
359,10580,4
360,10581,4
361,10582,4
362,10583,4
363,10585,4
364,10588,4
365,10593,4
366,10596,4
367,10598,0
368,10601,0
369,10602,0
370,10605,4
371,10607,4
372,10608,4
373,10609,4
374,10610,0
375,10611,0
376,10612,0
377,10613,1
378,10615,1
379,10621,1
380,10624,1
381,10626,1
382,10627,1
383,10628,1
384,10629,1
385,10630,1
386,10631,1
387,10633,1
388,10637,1
389,10638,1
390,10639,1
391,10640,1
392,10641,0
393,10642,0
394,10644,0
395,10645,0
396,10646,0
397,10647,0
398,10649,0
399,10650,0
400,10652,3
401,10654,3
402,10655,3
403,10656,0
404,10660,3
405,10661,3
406,10662,0
407,10665,0
408,10669,0
409,10670,0
410,10671,3
411,10673,0
412,10675,0
413,10680,2
414,10681,0
415,10682,0
416,10683,0
417,10684,0
418,10689,0
419,10690,0
420,10691,0
421,10693,0
422,10698,4
423,10699,4
424,10700,4
425,10701,4
426,10702,4
427,10704,4
428,10707,4
429,10708,0
430,10709,0
431,10710,0
432,10711,0
433,10712,0
434,10713,3
435,10714,3
436,10718,0
437,10719,3
438,10720,3
439,10721,0
440,10722,0
441,10723,0
442,10724,2
443,10725,2
444,10726,2
445,10727,2
446,10728,2
447,10729,2
448,10730,2
449,10731,2
450,10732,2
451,10734,2
452,10735,2
453,10736,2
454,10737,2
455,10738,4
456,10742,1
457,10750,0
458,10751,3
459,10752,0
460,10756,1
461,10758,1
462,10763,0
463,10770,1
464,10771,1
465,10772,1
466,10773,2
467,10775,2
468,10776,0
469,10777,0
470,10778,3
471,10783,1
472,10787,0
473,10788,0
474,10789,0
475,10790,0
476,10791,0
477,10792,0
478,10793,0
479,10794,0
480,10795,0
481,10796,0
482,10797,0
483,10799,0
484,10800,0
485,10801,0
486,10802,0
487,10803,0
488,10805,0
489,10806,0
490,10809,0
491,10811,0
492,10812,0
493,10813,0
494,10814,0
495,10815,0
496,10816,0
497,10817,0
498,10819,0
499,10820,0
500,10821,0
501,10823,0
502,10824,0
503,10826,0
504,10827,0
505,10829,0
506,10830,0
507,10831,0
508,10832,0
509,10833,0
510,10834,0
511,10835,0
512,10836,0
513,10837,0
514,10839,0
515,10840,0
516,10843,0
517,10845,0
518,10846,0
519,10849,0
520,10850,0
521,10852,0
522,10853,0
523,10854,0
524,10855,0
525,10856,0
526,10857,0
527,10858,0
528,10859,0
529,10861,0
530,10862,0
531,10863,0
532,10864,0
533,10865,0
534,10866,0
535,10867,0
536,10870,0
537,10871,0
538,10872,0
539,10873,0
540,10874,0
541,10875,0
542,10876,0
543,10877,0
544,10878,0
545,10880,0
546,10882,0
547,10883,0
548,10885,0
549,10886,0
550,10987,0
551,10988,0
552,10989,0
553,10990,0
554,10991,0
555,10993,0
556,10994,0
557,10995,0
558,10996,0
559,10997,4
560,10998,4
561,10999,4
562,11000,4
563,11001,4
564,11002,4
565,11003,4
566,11004,4
567,11005,4
568,11006,4
569,11007,4
570,11008,0
571,11009,0
572,11010,0
573,11012,0
574,11013,0
575,11014,0
576,11016,0
577,11017,0
578,11018,0
579,11020,0
580,11021,0
581,11023,0
582,11025,0
583,11028,0
584,11029,0
585,11030,0
586,11031,0
587,11033,0
588,11034,0
589,11035,0
590,11036,0
591,11037,0
592,11038,0
593,11039,0
594,11040,0
595,11041,0
596,11042,0
597,11043,0
598,11044,0
599,11045,0
600,11046,0
601,11047,0
602,11048,0
603,11049,0
604,11050,0
605,11051,0
606,11052,0
607,11053,0
608,11054,0
609,11055,0
610,11056,0
611,11057,0
612,11058,0
613,11059,0
614,11062,0
615,11063,0
616,11064,0
617,11069,0
618,11070,0
619,11071,0
620,11072,0
621,11073,0
622,11074,0
623,11075,0
624,11076,0
625,11077,0
626,11078,0
627,11079,0
628,11080,0
629,11081,0
630,11082,0
631,11083,0
632,11084,0
633,11086,0
634,11087,0
635,11088,0
636,11090,0
637,11091,0
638,11093,0
639,11094,0
640,11096,0
641,11097,0
642,11098,3
643,11099,3
644,11100,0
645,11101,0
646,11102,0
647,11103,0
648,11104,0
649,11105,0
650,11106,0
651,11107,0
652,11109,0
653,11110,0
654,11111,0
655,11112,0
656,11113,0
657,11114,0
658,11115,0
659,11116,0
660,11118,0
661,11119,0
662,11123,2
663,11124,2
664,11125,3
665,11126,3
666,11128,3
667,11129,3
668,11130,0
669,11131,4
670,11132,4
671,11133,4
672,11134,4
673,11135,4
674,11136,4
675,11143,0
676,11144,0
677,11145,0
678,11146,0
679,11147,0
680,11161,0
681,11162,0
682,11163,0
683,11164,0
684,11165,0
685,11166,0
686,11168,0
687,11169,0
688,11170,0
689,11172,0
690,11173,0
691,11174,0
692,11176,0
693,11178,4
694,11179,4
695,11180,4
696,11188,4
697,11192,4
698,11193,4
699,11198,4
700,11199,4
701,11200,4
702,11203,4
703,11204,4
704,11208,4
705,11209,4
706,11210,4
707,11213,4
708,11214,4
709,11215,4
710,11216,4
711,11217,4
712,11220,4
713,11221,4
714,11222,4
715,11223,4
716,11225,4
717,11228,4
718,11229,4
719,11230,4
720,11231,4
721,11233,3
722,11234,3
723,11235,3
724,11236,3
725,11237,3
726,11239,3
727,11240,3
728,11241,3
729,11242,3
730,11243,3
731,11244,3
732,11245,3
733,11246,0
734,11247,3
735,11248,3
736,11250,0
737,11253,3
738,11255,0
739,11257,0
740,11258,0
741,11262,3
742,11265,3
743,11266,3
744,11267,3
745,11270,0
746,11273,0
747,11274,3
748,11275,3
749,11277,3
750,11278,0
751,11279,3
752,11280,3
753,11283,3
754,11284,3
755,11285,3
756,11286,3
757,11287,3
758,11288,3
759,11289,3
760,11290,3
761,11291,3
762,11292,3
763,11293,3
764,11294,3
765,11295,3
766,11296,3
767,11297,3
768,11301,3
769,11303,3
770,11306,3
771,11307,3
772,11308,3
773,11309,3
774,11315,3
775,11316,3
776,11317,3
777,11318,3
778,11319,3
779,11323,3
780,11324,3
781,11328,3
782,11329,3
783,11331,3
784,11332,3
785,11334,3
786,11335,3
787,11336,3
788,11338,0
789,11339,3
790,11341,3
791,11342,3
792,11343,3
793,11344,3
794,11345,3
795,11346,3
796,11347,3
797,11348,3
798,11349,3
799,11350,3
800,11351,3
801,11353,3
802,11354,3
803,11358,0
804,11359,0
805,11361,0
806,11362,0
807,11363,0
808,11364,0
809,11365,0
810,11366,0
811,11367,0
812,11368,0
813,11369,0
814,11370,0
815,11372,0
816,11373,0
817,11374,0
818,11375,0
819,11378,0
820,11379,0
821,11380,0
822,11381,0
823,11382,0
824,11383,0
825,11384,0
826,11385,0
827,11386,0
828,11387,0
829,11388,0
830,11391,0
831,11393,0
832,11395,0
833,11396,0
834,11397,0
835,11398,0
836,11401,0
837,11403,0
838,11405,0
839,11406,0
840,11409,0
841,11410,0
842,11411,0
843,11413,0
844,11414,0
845,11415,0
846,11416,0
847,11417,0
848,11418,0
849,11421,0
850,11422,0
851,11423,0
852,11424,0
853,11426,0
854,11427,0
855,11428,0
856,11429,0
857,11431,0
858,11433,0
859,11434,0
860,11435,0
861,11436,0
862,11438,0
863,11439,0
864,11440,0
865,11443,0
866,11444,0
867,11446,0
868,11447,0
869,11448,0
870,11449,0
871,11450,0
872,11451,0
873,11454,0
874,11455,0
875,11456,0
876,11457,0
877,11459,0
878,11461,0
879,11462,0
880,11463,0
881,11465,0
882,11466,0
883,11467,0
884,11468,0
885,11469,0
886,11472,0
887,11473,0
888,11478,0
889,11479,0
890,11480,0
891,11482,0
892,11483,4
893,11485,4
894,11486,4
895,11487,4
896,11488,4
897,11489,4
898,11490,4
899,11491,4
900,11492,1
901,11493,1
902,11495,1
903,11496,1
904,11497,1
905,11498,1
906,11499,1
907,11502,1
908,11503,1
909,11504,1
910,11506,1
911,11507,1
912,11508,1
913,11509,1
914,11510,1
915,11511,1
916,11512,1
917,11513,1
918,11514,1
919,11516,1
920,11517,1
921,11518,1
922,11519,1
923,11520,3
924,11521,0
925,11522,0
926,11523,0
927,11524,0
928,11525,0
929,11529,0
930,11530,0
931,11531,0
932,11532,0
933,11533,0
934,11535,0
935,11536,0
936,11537,0
937,11538,0
938,11539,0
939,11540,0
940,11541,0
941,11542,0
942,11543,0
943,11544,0
944,11545,0
945,11546,0
946,11547,0
947,11548,0
948,11549,0
949,11550,0
950,11551,0
951,11553,0
952,11554,0
953,11555,0
954,11556,0
955,11557,0
956,11558,0
957,11559,0
958,11561,0
959,11562,0
960,11563,0
961,11564,0
962,11565,0
963,11566,0
964,11567,0
965,11568,0
966,11569,0
967,11570,0
968,11571,0
969,11575,0
970,11576,0
971,11578,0
972,11579,0
973,11580,0
974,11581,0
975,11582,0
976,11583,0
977,11584,0
978,11585,0
979,11587,0
980,11588,0
981,11589,0
982,11590,0
983,11592,0
984,11593,0
985,11594,0
986,11596,0
987,11597,0
988,11598,0
989,11599,0
990,11600,0
991,11601,0
992,11602,0
993,11603,0
994,11604,0
995,11605,0
996,11606,0
997,11608,0
998,11609,0
999,11610,0
1000,11611,0
1001,11612,0
1002,11613,0
1003,11614,0
1004,11615,0
1005,11616,0
1006,11617,0
1007,11618,0
1008,11619,0
1009,11620,0
1010,11621,0
1011,11622,0
1012,11624,0
1013,11625,0
1014,11626,0
1015,11627,0
1016,11628,0
1017,11629,0
1018,11630,0
1019,11632,0
1020,11635,4
1021,11636,4
1022,11637,4
1023,11638,4
1024,11639,4
1025,1164,0
1026,11640,4
1027,11641,4
1028,11642,4
1029,11643,4
1030,11644,4
1031,11645,4
1032,11646,4
1033,11647,4
1034,11648,4
1035,11649,0
1036,1165,0
1037,11650,4
1038,11651,4
1039,11652,4
1040,11653,4
1041,11654,0
1042,11656,0
1043,11657,0
1044,11658,0
1045,11659,0
1046,11662,0
1047,11664,0
1048,11665,0
1049,11668,0
1050,11671,0
1051,11672,0
1052,11673,0
1053,11674,0
1054,11675,0
1055,11677,0
1056,11678,0
1057,11680,0
1058,11682,0
1059,11683,0
1060,11684,0
1061,11691,0
1062,11692,0
1063,11693,0
1064,11695,0
1065,11696,0
1066,11698,0
1067,11699,0
1068,11700,0
1069,11701,0
1070,11703,0
1071,11704,0
1072,11705,0
1073,11706,0
1074,11707,0
1075,11710,0
1076,11711,0
1077,11712,0
1078,11713,0
1079,11716,0
1080,11721,0
1081,11722,0
1082,11724,0
1083,11725,0
1084,11726,0
1085,11727,0
1086,11728,0
1087,11730,0
1088,11731,0
1089,11732,0
1090,11733,0
1091,11734,0
1092,11735,0
1093,11736,0
1094,11737,0
1095,11738,0
1096,11739,0
1097,11740,0
1098,11741,0
1099,11742,0
1100,11743,0
1101,11744,0
1102,11745,0
1103,11746,0
1104,11750,0
1105,11753,0
1106,11755,0
1107,11756,0
1108,11757,0
1109,11758,0
1110,11759,0
1111,11761,0
1112,11762,0
1113,11764,0
1114,11765,0
1115,11766,0
1116,11767,0
1117,11770,0
1118,11771,0
1119,11772,0
1120,11773,0
1121,11774,0
1122,11775,0
1123,11776,0
1124,11778,0
1125,11780,0
1126,11781,0
1127,11783,0
1128,11784,0
1129,11785,0
1130,11786,0
1131,11788,0
1132,11789,0
1133,11790,0
1134,11793,0
1135,11794,0
1136,11796,0
1137,11800,0
1138,11801,0
1139,11802,0
1140,11803,0
1141,11804,0
1142,11805,0
1143,11806,0
1144,11807,0
1145,11808,0
1146,11811,0
1147,11814,0
1148,11816,1
1149,11817,1
1150,11818,1
1151,11819,1
1152,11820,1
1153,11822,1
1154,11823,1
1155,11825,1
1156,11826,1
1157,11827,1
1158,11828,1
1159,11830,1
1160,11832,1
1161,11833,1
1162,11834,1
1163,11835,1
1164,11836,1
1165,11837,1
1166,11838,1
1167,11839,1
1168,11840,1
1169,11841,1
1170,11843,1
1171,11844,1
1172,11869,1
1173,11870,1
1174,11871,1
1175,11872,1
1176,11873,1
1177,11874,1
1178,11875,1
1179,11879,1
1180,11880,1
1181,11881,1
1182,11882,1
1183,11883,1
1184,11884,1
1185,11888,1
1186,11889,1
1187,11890,1
1188,11892,1
1189,11895,1
1190,11896,1
1191,11897,1
1192,11898,1
1193,11899,1
1194,11900,1
1195,11901,1
1196,11902,1
1197,11903,1
1198,11904,1
1199,11906,1
1200,11909,1
1201,11910,1
1202,11920,1
1203,11923,1
1204,11925,1
1205,11928,1
1206,11929,1
1207,11930,1
1208,11931,1
1209,11932,1
1210,11948,1
1211,11950,1
1212,11951,1
1213,11953,1
1214,11955,1
1215,11957,1
1216,11958,1
1217,11959,1
1218,11960,1
1219,11961,1
1220,11966,1
1221,11967,1
1222,11968,1
1223,11971,1
1224,11972,1
1225,11973,1
1226,11974,1
1227,11976,1
1228,11979,1
1229,11981,1
1230,11985,1
1231,11986,1
1232,11989,0
1233,11991,0
1234,11992,0
1235,11994,0
1236,11995,0
1237,11996,0
1238,11997,0
1239,11999,0
1240,12000,0
1241,12001,0
1242,12004,0
1243,12005,0
1244,12006,0
1245,12007,0
1246,12008,0
1247,12009,0
1248,12010,0
1249,12011,0
1250,12013,0
1251,12014,0
1252,12015,0
1253,12016,0
1254,12017,0
1255,12018,0
1256,12022,0
1257,12023,0
1258,12025,0
1259,12026,0
1260,12028,0
1261,12029,0
1262,12030,0
1263,12031,0
1264,12033,0
1265,12034,0
1266,12036,0
1267,12037,0
1268,12038,0
1269,12039,0
1270,12040,0
1271,12041,0
1272,12042,0
1273,12044,3
1274,12045,0
1275,12046,0
1276,12047,0
1277,12049,0
1278,12053,0
1279,12054,0
1280,12055,0
1281,12056,0
1282,12057,0
1283,12058,0
1284,12059,0
1285,12060,0
1286,12062,0
1287,12063,0
1288,12064,0
1289,12065,0
1290,12066,0
1291,12067,0
1292,12068,0
1293,12069,0
1294,12070,0
1295,12071,0
1296,12074,0
1297,12075,0
1298,12076,0
1299,12077,0
1300,12078,0
1301,12079,0
1302,12080,0
1303,12081,0
1304,12082,0
1305,12083,0
1306,12084,0
1307,12085,0
1308,12087,0
1309,12090,0
1310,12091,0
1311,12093,0
1312,12094,0
1313,12096,0
1314,12097,0
1315,12098,0
1316,12099,0
1317,12100,0
1318,12101,0
1319,12102,0
1320,12104,0
1321,12106,0
1322,12108,0
1323,12109,0
1324,12110,0
1325,12111,0
1326,12112,0
1327,12113,0
1328,12114,0
1329,12115,0
1330,12118,0
1331,12119,0
1332,12120,0
1333,12121,0
1334,12122,0
1335,12123,0
1336,12124,0
1337,12126,0
1338,12128,0
1339,12129,0
1340,12130,0
1341,12131,0
1342,12132,0
1343,12133,0
1344,12134,0
1345,12135,0
1346,12137,0
1347,12140,0
1348,12141,0
1349,12142,0
1350,12143,0
1351,12145,0
1352,12146,0
1353,12147,0
1354,12148,0
1355,12149,0
1356,12150,0
1357,12151,0
1358,12153,0
1359,12154,3
1360,12155,3
1361,12156,3
1362,12157,3
1363,12158,3
1364,12160,3
1365,12161,3
1366,12164,0
1367,12166,0
1368,12167,0
1369,12168,0
1370,12169,0
1371,12171,0
1372,12172,0
1373,12173,0
1374,12174,0
1375,12176,0
1376,12178,0
1377,12180,0
1378,12181,0
1379,12182,0
1380,12183,0
1381,12184,0
1382,12185,0
1383,12186,0
1384,12188,0
1385,12190,0
1386,12191,0
1387,12193,0
1388,12194,0
1389,12195,0
1390,12196,0
1391,12197,0
1392,12198,0
1393,12202,0
1394,12203,0
1395,12206,0
1396,12207,0
1397,12208,0
1398,12209,0
1399,12211,0
1400,12212,3
1401,12213,3
1402,12214,3
1403,12215,3
1404,12216,3
1405,12217,3
1406,12219,3
1407,12220,3
1408,12221,3
1409,12222,3
1410,12224,3
1411,12225,0
1412,12226,0
1413,12229,0
1414,12234,0
1415,12235,0
1416,12236,0
1417,12237,0
1418,12238,0
1419,12239,0
1420,12241,0
1421,12242,0
1422,12244,0
1423,12246,0
1424,12247,0
1425,12249,0
1426,12251,0
1427,12253,0
1428,12254,0
1429,12255,0
1430,12257,0
1431,12258,0
1432,12259,0
1433,12260,0
1434,12266,0
1435,12267,0
1436,12271,0
1437,12272,0
1438,12273,0
1439,12274,0
1440,12275,0
1441,12277,0
1442,12278,0
1443,12279,0
1444,12282,0
1445,12284,0
1446,12286,3
1447,12287,3
1448,12289,3
1449,12292,0
1450,12295,0
1451,12296,0
1452,12298,0
1453,12303,0
1454,12304,0
1455,12305,0
1456,12309,0
1457,12313,0
1458,12316,0
1459,12320,0
1460,12321,0
1461,12322,0
1462,12324,0
1463,12326,0
1464,12327,0
1465,12329,0
1466,12333,3
1467,12337,0
1468,12338,3
1469,12339,0
1470,12340,0
1471,12344,3
1472,12348,2
1473,12350,0
1474,12357,0
1475,12358,0
1476,12360,0
1477,12361,0
1478,12368,0
1479,12369,0
1480,12371,0
1481,12372,0
1482,12374,0
1483,12376,0
1484,12378,0
1485,12383,0
1486,12386,0
1487,12387,0
1488,12420,1
1489,12421,1
1490,12422,1
1491,12423,1
1492,12424,1
1493,12426,1
1494,12427,1
1495,12428,1
1496,12430,1
1497,12431,1
1498,12460,0
1499,12462,0
1500,12468,0
1501,12469,0
1502,12470,0
1503,12471,0
1504,12472,1
1505,12473,1
1506,12477,1
1507,12478,1
1508,12479,1
1509,12480,1
1510,12481,1
1511,12482,1
1512,12483,1
1513,12486,1
1514,12487,1
1515,12488,1
1516,12490,0
1517,12491,0
1518,12492,0
1519,12493,2
1520,12494,0
1521,12497,0
1522,12500,0
1523,12502,0
1524,12503,0
1525,12504,0
1526,12506,1
1527,12507,1
1528,12508,1
1529,12509,1
1530,12510,1
1531,12511,1
1532,12513,1
1533,12515,1
1534,12516,1
1535,12517,1
1536,12518,1
1537,12521,1
1538,12522,1
1539,12530,0
1540,12531,0
1541,12532,0
1542,12533,0
1543,12534,0
1544,12535,0
1545,12536,0
1546,12538,3
1547,12539,0
1548,12540,0
1549,12541,0
1550,12542,0
1551,12543,0
1552,12544,0
1553,12545,0
1554,12556,0
1555,12560,0
1556,12569,0
1557,12572,0
1558,12576,0
1559,12577,0
1560,12578,0
1561,12579,0
1562,12580,0
1563,12581,0
1564,12582,0
1565,12583,0
1566,12585,0
1567,12586,0
1568,12587,0
1569,12588,0
1570,12589,0
1571,12590,0
1572,12591,0
1573,12592,0
1574,12593,0
1575,12594,0
1576,12595,0
1577,12597,0
1578,12599,0
1579,12600,0
1580,12601,0
1581,12602,0
1582,12603,0
1583,12604,0
1584,12605,0
1585,12606,0
1586,12607,0
1587,12608,0
1588,12609,0
1589,12610,0
1590,12611,0
1591,12612,0
1592,12613,0
1593,12614,0
1594,12615,0
1595,12616,0
1596,12617,1
1597,12618,0
1598,12619,0
1599,12620,0
1600,12621,0
1601,12622,0
1602,12624,0
1603,12625,0
1604,12630,0
1605,12631,0
1606,12632,0
1607,12633,0
1608,12635,0
1609,12636,0
1610,12637,0
1611,12640,0
1612,12642,0
1613,12643,0
1614,12644,0
1615,12645,0
1616,12650,0
1617,12651,0
1618,12652,0
1619,12654,0
1620,12655,0
1621,12656,0
1622,12657,0
1623,12658,0
1624,12659,0
1625,12660,0
1626,12661,0
1627,12663,0
1628,12664,0
1629,12665,0
1630,12666,0
1631,12667,0
1632,12668,0
1633,12669,0
1634,12671,3
1635,12673,3
1636,12675,3
1637,12676,3
1638,12677,3
1639,12678,3
1640,12679,3
1641,12683,1
1642,12685,1
1643,12691,1
1644,12692,1
1645,12693,1
1646,12694,1
1647,12695,1
1648,12699,1
1649,12700,1
1650,12701,1
1651,12704,1
1652,12706,1
1653,12708,1
1654,12709,1
1655,12710,1
1656,12713,1
1657,12714,1
1658,12715,1
1659,12716,1
1660,12717,1
1661,12719,1
1662,12723,1
1663,12724,1
1664,12725,1
1665,12726,0
1666,12727,0
1667,12728,0
1668,12729,0
1669,12730,0
1670,12731,0
1671,12732,2
1672,12733,2
1673,12734,2
1674,12740,2
1675,12741,2
1676,12742,2
1677,12748,3
1678,12751,3
1679,12752,3
1680,12754,3
1681,12755,0
1682,12758,3
1683,12759,3
1684,12760,3
1685,12762,3
1686,12765,3
1687,12766,0
1688,12768,0
1689,12770,0
1690,12771,0
1691,12772,0
1692,12773,0
1693,12774,0
1694,12775,0
1695,12776,0
1696,12777,0
1697,12778,0
1698,12779,0
1699,12782,0
1700,12783,0
1701,12784,0
1702,12785,0
1703,12786,0
1704,12787,0
1705,12788,0
1706,12789,0
1707,12790,0
1708,12791,0
1709,12792,0
1710,12794,0
1711,12795,0
1712,12796,0
1713,12798,0
1714,12801,0
1715,12802,0
1716,12803,0
1717,12804,0
1718,12805,0
1719,12806,0
1720,12807,0
1721,12808,0
1722,12809,0
1723,12810,3
1724,12811,3
1725,12812,3
1726,12813,1
1727,12814,1
1728,12816,1
1729,12819,1
1730,12821,1
1731,12823,1
1732,12824,1
1733,12828,3
1734,12829,3
1735,12832,0
1736,12833,0
1737,12836,0
1738,12839,3
1739,12840,0
1740,12842,0
1741,12843,0
1742,12844,0
1743,12845,0
1744,12846,0
1745,12848,3
1746,12850,0
1747,12851,0
1748,12852,0
1749,12853,1
1750,12855,1
1751,12856,1
1752,12857,1
1753,12859,1
1754,12860,1
1755,12861,1
1756,12862,1
1757,12864,1
1758,12867,1
1759,12868,1
1760,12871,1
1761,12873,1
1762,12874,1
1763,12875,1
1764,12877,1
1765,12878,1
1766,12879,1
1767,12880,1
1768,12881,1
1769,12882,1
1770,12884,0
1771,12885,1
1772,12886,1
1773,12888,1
1774,12889,1
1775,12891,1
1776,12892,1
1777,12893,1
1778,12896,1
1779,12897,1
1780,12900,1
1781,12902,1
1782,12903,1
1783,12904,1
1784,12905,1
1785,12907,0
1786,12908,0
1787,12909,0
1788,12912,0
1789,12913,0
1790,12914,0
1791,12916,0
1792,12917,0
1793,12918,0
1794,12919,1
1795,12920,1
1796,12921,1
1797,12922,1
1798,12923,1
1799,12925,1
1800,12926,1
1801,12927,1
1802,12928,0
1803,12929,0
1804,12930,0
1805,12932,0
1806,12933,0
1807,12934,0
1808,12935,0
1809,12936,0
1810,12937,0
1811,12939,0
1812,12940,0
1813,12943,0
1814,12944,0
1815,12946,0
1816,12947,0
1817,12948,0
1818,12951,0
1819,12952,0
1820,12955,1
1821,12956,1
1822,12957,1
1823,12958,1
1824,12959,1
1825,12960,1
1826,12963,1
1827,12968,1
1828,12970,1
1829,12971,1
1830,12972,1
1831,12973,1
1832,12975,1
1833,12976,1
1834,12978,1
1835,12979,1
1836,12984,1
1837,12985,1
1838,12987,1
1839,12988,0
1840,12989,1
1841,12990,1
1842,12992,1
1843,12993,1
1844,12994,1
1845,12995,1
1846,12996,1
1847,12998,1
1848,12999,1
1849,13000,1
1850,13002,1
1851,13003,1
1852,13012,1
1853,13013,1
1854,13018,1
1855,13019,1
1856,13023,1
1857,13025,1
1858,13026,1
1859,13027,1
1860,13028,1
1861,13031,1
1862,13033,1
1863,13035,1
1864,13036,1
1865,13039,1
1866,13040,1
1867,13042,1
1868,13044,1
1869,13045,1
1870,13047,1
1871,13048,0
1872,13049,0
